name,dob,height,reach,weight_lbs,stance,fights_in_ufc,last_fight_date,last_weight_lbs,global_elo,peak_elo,win_streak,loss_streak,sum_win_elo,count_win_elo,total_fight_time_sec,deep_water_fights,total_finishes,late_finishes,champ_finishes,ko_losses,late_losses,total_decisions,dec_wins,all_time_slpm,ema_slpm,all_time_sapm,ema_sapm,all_time_str_att_rate,ema_str_att_rate,all_time_sig_acc,ema_sig_acc,all_time_sig_def,ema_sig_def,all_time_sig_to_total,ema_sig_to_total,all_time_head_hunter,ema_head_hunter,all_time_body_snatcher,ema_body_snatcher,all_time_leg_kicker,ema_leg_kicker,all_time_dist_pct,ema_dist_pct,all_time_clinch_pct,ema_clinch_pct,all_time_gnp_pct,ema_gnp_pct,all_time_kd_yield,ema_kd_yield,all_time_head_def,ema_head_def,all_time_body_def,ema_body_def,all_time_leg_def,ema_leg_def,all_time_chin_vuln,ema_chin_vuln,all_time_sprawl_def,ema_sprawl_def,all_time_td_absorbed_pm,ema_td_absorbed_pm,all_time_sub_danger,ema_sub_danger,all_time_sweeps_absorbed,ema_sweeps_absorbed,all_time_td_att_rate_15m,ema_td_att_rate_15m,all_time_td_landed_rate_15m,ema_td_landed_rate_15m,all_time_td_acc,ema_td_acc,all_time_ctrl_ratio,ema_ctrl_ratio,all_time_ctrl_per_td,ema_ctrl_per_td,all_time_sub_att_rate_15m,ema_sub_att_rate_15m,all_time_sub_agg,ema_sub_agg,all_time_sweep_rate_15m,ema_sweep_rate_15m,all_time_fight_time_sec,ema_fight_time_sec,all_time_opp_elo,ema_opp_elo,all_time_fights_per_year,ema_fights_per_year,primary_weight,div_elo_json,peak_div_elo_json,strike_elo,grapple_elo
Kaline Medeiros,,160.02,181.64664388762338,115.0,Orthodox,0,,0.0,1200.0,1200.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,{},{},,
Rafael Tobias,2003-03-20 00:00:00,187.96,187.96,205.0,Orthodox,2,2026-08-15 00:00:00,205.0,1106.3853912314396,1200.0,0,2,0.0,0,0.0,2,1,1,0,1,2,0,0,1.882089552238806,2.1692537313432836,6.222885572139304,6.240398009950249,5.8741293532338315,6.217810945273632,0.3091407355021216,0.33993988684582743,0.37132867132867137,0.35986013986013987,0.8392857142857143,0.8035714285714285,0.8453854314002829,0.8478253182461103,0.09414780763790664,0.09609264497878359,0.060466760961810466,0.05608203677510608,0.7564102564102564,0.7205128205128204,0.08974358974358974,0.09487179487179487,0.15384615384615385,0.18461538461538463,0.0,0.0,0.5363556338028168,0.5358978873239436,0.15638297872340423,0.17893617021276592,0.053333333333333344,0.048000000000000015,0.026954177897574122,0.053908355795148244,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.7,4.671641791044776,6.002985074626865,1.671641791044776,1.8029850746268656,0.5780022446689114,0.4455667789001122,0.12493366500829187,0.14207131011608623,60.95238095238095,65.33333333333333,0.5,0.7,0.19108280254777069,0.2675159235668789,0.0,0.0,785.0,831.0,1156.46416641927,1139.049832986978,1.1335403726708075,2.267080745341615,205.0,"{""Light Heavyweight"": 1106.4102164645012}","{""Light Heavyweight"": 1158.8491534953284}",975.4938954887671,991.5430372852447
David Dodd,1973-09-22 00:00:00,187.96,181.64664388762338,200.0,Orthodox,0,,0.0,1200.0,1200.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,{},{},,
Veta Arteaga,,170.18,181.64664388762338,125.0,Orthodox,0,,0.0,1200.0,1200.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,{},{},,
Brian Stann,1980-09-24 00:00:00,185.42,187.96,205.0,Orthodox,11,2013-03-02 00:00:00,205.0,1258.9092131173895,1340.1758150870241,0,2,7368.303497507959,6,0.0,5,4,0,0,1,2,0,0,3.6704406913157603,4.354995936399249,2.3738745812919193,3.42059708263758,7.69889995650428,8.595256260373198,0.4410548280871631,0.4754794412022657,0.5760424727653554,0.5169448077272268,0.598868938548083,0.6137466442847256,0.7419239008741995,0.7377941831122496,0.11634077549878385,0.11791040748956667,0.14173532362701674,0.14429540939818358,0.548923840154909,0.6131344064805572,0.2836367457820668,0.2657358578154009,0.16743941406302404,0.1278553368707084,2.0052826730001523,3.4891865322685844,0.6813876425516857,0.5895486546054388,0.20611888111888113,0.17326483351538458,0.5032467532467533,0.37208612104999994,0.004900759617740749,0.053908355795148244,0.6594017094017094,0.8205760098179484,0.2072799117394348,0.14347158610274477,0.08908314033519715,0.035489426790794566,0.0,0.0,0.5454545454545454,0.21906243799999986,0.0,0.0,0.0,0.0,0.1960176643239689,0.1842544671310313,941.8181818181819,724.5747635969999,0.5841769500405679,0.4771803674969373,0.08291432440039251,0.0709632014057401,0.09090909090909091,0.7,603.0909090909091,564.5889108916999,1258.2160509430278,1279.9619026725939,2.629598764502562,2.4144154103718156,185.0,"{""Light Heavyweight"": 1124.778562602962, ""Middleweight"": 1310.7819217872182}","{""Light Heavyweight"": 1206.9769981249422, ""Middleweight"": 1343.6107199301798}",1048.3660292099992,1014.9365342591594
Alex Apodaca,1994-06-30 00:00:00,170.18,180.34,135.0,Switch,0,,0.0,1200.0,1200.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,{},{},,
Rodrigo Lidio,1989-07-07 00:00:00,180.34,185.42000000000002,155.0,Orthodox,0,,0.0,1200.0,1200.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,{},{},,
Richard Dalton,1977-07-19 00:00:00,185.42,181.64664388762338,205.0,Orthodox,0,,0.0,1200.0,1200.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,{},{},,
Manel Kape,1993-11-14 00:00:00,165.1,172.72,125.0,Southpaw,11,2026-06-20 00:00:00,125.0,1456.5197240109212,1456.5197240109212,4,0,10354.679208412466,8,0.0,8,6,3,0,0,3,0,0,5.2785170485708,4.362020430959742,4.199728250938189,3.683670498913911,8.920368796417042,7.5729247534949184,0.5568566534052908,0.530858521260716,0.5348424249096805,0.49038652033660246,0.8663524674714959,0.7675445044379319,0.7583351535188118,0.7302099480966948,0.13634249678455518,0.13871463886005492,0.10532234969663314,0.13107541304325004,0.8796016369547969,0.8217064438618957,0.029248251760970817,0.02994788473692573,0.09115011128423228,0.1497348939372439,2.1453597102364044,3.391974597051787,0.646988914813893,0.5905299387815294,0.3287475499612887,0.27628190667326036,0.3020152261531572,0.3343003439515517,0.0,0.0,0.8487373737373737,0.8267687095333334,0.05674063469339059,0.07173653542152231,0.0060606060606060615,0.0026902404666666654,0.0,0.0,0.9293478260869565,0.49993910908260847,0.2727272727272727,0.10691604979999997,0.10825282272145267,0.05379432199487833,0.025576270849851524,0.02091544771018987,139.3467138921684,113.1445242890606,0.18181818181818185,0.2352979999999999,0.17316017316017315,0.22409333333333323,0.09090909090909093,0.11764899999999995,676.2727272727274,641.331208932,1312.6501146370395,1383.1667336461946,2.7273197580106894,2.536000071654697,125.0,"{""Flyweight"": 1463.4109851527676}","{""Flyweight"": 1463.4109851527676}",1122.5522763439403,1001.5429078210905
Terrance McKinney,1994-09-15 00:00:00,177.8,185.42000000000002,155.0,Switch,14,2026-07-11 00:00:00,155.0,1357.5266788121826,1394.6058646252748,0,1,9433.202596654071,8,0.0,0,9,0,0,4,0,0,0,15.035214973131325,16.32218681609797,4.132958747664368,6.397138438761102,25.47176046528434,30.338046196639638,0.5567234484456973,0.540295020139581,0.4432147168116556,0.43369343142990446,0.7891634815133495,0.8612300695466366,0.8820499040707943,0.9323711952842201,0.11284805511287924,0.07123794073612974,0.00510204081632653,0.004117714999999998,0.4438642813066776,0.4511561900523451,0.12249835418038184,0.08345683362461467,0.43363736451294066,0.467309377323179,2.4466089704637417,0.5030637590025396,0.7236551808884232,0.7047812335708793,0.5399159663865546,0.47762014141247044,0.2976190476190476,0.2151952445306999,0.03846884871632787,0.03906573646311731,0.9107142857142856,0.887458479475,0.07379768141157782,0.1000578963787658,0.04024912417282989,0.06822474277929153,0.07142857142857142,0.05764800999999997,5.514688623943511,3.698616297834176,2.8560500617355613,2.907990653423051,0.26889934859574327,0.3935156632525616,0.45333943330576254,0.4270838789892091,279.01360544217687,141.5839770518145,3.8289186663946686,4.054159811593618,0.33377434929839944,0.31366723150258247,0.5312868949232585,1.785867768595041,147.6428571428571,150.4153977014872,1229.210114704669,1305.008115084744,4.831918233581066,3.2865928460371414,155.0,"{""Lightweight"": 1345.6932546383557}","{""Lightweight"": 1393.3621746562987}",1025.800579302333,1045.1754878119586
Gilbert Jimenez,,178.08301833568407,181.64664388762338,155.0,Orthodox,0,,0.0,1200.0,1200.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,{},{},,
Stanislav Nedkov,1981-12-09 00:00:00,180.34,180.34,205.0,Orthodox,4,2015-01-24 00:00:00,205.0,1149.7353950570173,1271.537802328603,0,2,1273.4693088022434,1,0.0,1,2,0,0,1,0,0,0,3.8217866657980335,4.285636575427585,5.9732045399120555,5.993903096969788,7.951957824069366,8.427227738358324,0.4564425770308123,0.4878392156862744,0.4149404641719388,0.43317121416072135,0.8390027322404372,0.8760789617486338,0.8746108058608059,0.8942230769230768,0.093246336996337,0.10157692307692306,0.03214285714285714,0.06299999999999999,0.50666814028883,0.580652961980548,0.336833185971117,0.2557847038019451,0.15649867374005305,0.16356233421750663,2.240321998822882,1.9908488542081977,0.5313989023943257,0.5385520966447739,0.14338235294117646,0.1904411764705882,0.022727272727272735,0.044545454545454555,0.03056110773152574,0.04953506561223603,0.75,0.853,0.02127659574468085,0.04170212765957446,0.19984802431610943,0.25598784194528873,0.0,0.0,7.164082865359365,7.133535723172274,1.9329896907216497,5.412371134020619,0.20491803278688525,0.5737704918032787,0.23476584808327086,0.1780079185146276,972.7450980392158,600.9858823529411,0.0,0.0,0.0,0.0,0.0,0.0,406.0,337.83399999999995,1241.8239121250444,1237.9143706212585,1.2671050268292137,1.3425781863900674,205.0,"{""Light Heavyweight"": 1195.6018512199612, ""Middleweight"": 1210.4307920938966}","{""Light Heavyweight"": 1271.4706809709048, ""Middleweight"": 1210.4307920938966}",1021.3024061539377,980.0938710371801
Ben Saunders,1983-04-13 00:00:00,187.96,195.58,170.0,Orthodox,19,2019-12-14 00:00:00,170.0,1072.868089498267,1369.775147132158,0,4,11395.67293752442,9,0.0,5,10,0,0,7,2,0,0,4.596815264757142,4.030234607892293,3.609058658034175,4.4603553524961725,8.252250194433897,8.17612799677336,0.5422407830284321,0.49642347541734766,0.4918767388375573,0.43427625708675344,0.650064473554394,0.6421851763779147,0.6287312191009842,0.6061283313260409,0.30262199890590574,0.3454833088674593,0.06864678199311003,0.04838835980649944,0.5471282743866949,0.5508448840460258,0.33860682758476185,0.24528521821182017,0.11426489802854335,0.20386989774215386,0.7741777387081481,0.7211965689819295,0.5542959305991447,0.45641065178924056,0.4605083220872695,0.39565862341523705,0.4334824916542368,0.36888589465390037,0.022226337026906802,0.028788756758296154,0.6560150375939849,0.6619209710026477,0.137322758912216,0.09797006964709536,0.03938539525073423,0.024776271249719675,0.10526315789473686,0.01892281659791044,0.7866660516653027,0.0666762288970944,0.23238661493305454,0.04629092818755332,0.09569377990430622,0.017837007399883687,0.1278414068635597,0.027740761632247507,340.5741626794259,97.33998557022008,1.4795660827259967,1.9059697746497897,1.5024525393817196,4.557188133612049,0.0,0.0,475.10526315789474,428.8940180118374,1284.0737754076342,1285.2226989190094,2.4203245641719024,3.100577308345096,170.0,"{""Welterweight"": 1074.4911537380078}","{""Welterweight"": 1367.9164586667841}",965.7546719338303,1016.5474046253339
Igor Araujo,1980-12-06 00:00:00,185.42,195.58,170.0,Orthodox,4,2015-07-15 00:00:00,170.0,1166.9720279095811,1274.4788154692858,0,2,2473.132022588138,2,0.0,3,1,0,0,1,1,0,0,1.4660753880266075,1.6013033259423501,3.213488543976349,3.209330376940133,3.498521803399852,3.7275583148558757,0.40292469657605956,0.41559389662259094,0.4556189160261559,0.46571672520541296,0.5158797554347827,0.5228060461956522,0.6298292553672754,0.62460167771789,0.21662417438959763,0.212718749596081,0.1535465702431269,0.1626795726860289,0.549793956043956,0.5677884615384615,0.11984890109890109,0.12596153846153843,0.33035714285714285,0.30624999999999997,0.0,0.0,0.5310061315496098,0.5318963210702341,0.15416666666666665,0.16156666666666664,0.21666666666666665,0.25599999999999995,0.004091653027823241,0.016366612111292964,0.375,0.595,0.13325942350332595,0.15653791574279377,0.16666666666666666,0.1576,0.0,0.0,6.492239467849224,6.332481152993347,1.2477827050997783,1.1811374722838137,0.11140614176864468,0.1153844377741861,0.27361111111111114,0.2591122222222222,1469.318181818182,969.3645454545452,0.5,0.48999999999999994,0.06184511977359255,0.06291120582190626,0.5,0.48999999999999994,787.75,805.7099999999999,1244.3519422565553,1253.649302571417,1.3903178940064185,1.9569052823315114,170.0,"{""Welterweight"": 1165.6543683712407}","{""Welterweight"": 1274.1900491745594}",1004.1876440469971,1023.708203376479
Jack Nilson,,178.08301833568407,181.64664388762338,155.0,Orthodox,0,,0.0,1200.0,1200.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,{},{},,
Jessie Rosas,2002-12-04 00:00:00,170.18,172.72,145.0,Southpaw,1,2026-09-12 00:00:00,145.0,1132.5,1200.0,0,1,0.0,0,0.0,0,1,0,0,1,0,0,0,5.0,5.0,11.666666666666668,11.666666666666668,10.0,10.0,0.5,0.5,0.46153846153846156,0.46153846153846156,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,1200.0,1200.0,0.0,0.0,145.0,"{""Featherweight"": 1132.5}","{""Featherweight"": 1132.5}",1000.0,1000.0
Neal Ewing,1985-09-30 00:00:00,178.08301833568407,181.64664388762338,185.0,Orthodox,0,,0.0,1200.0,1200.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,{},{},,
Fabiano Scherner,1972-06-30 00:00:00,190.5,181.64664388762338,257.0,Orthodox,2,2006-05-27 00:00:00,265.0,1091.8172245572046,1200.0,0,2,0.0,0,0.0,0,2,0,0,2,0,0,0,1.3383503024937287,1.2810978308986276,3.154788254389848,3.2315183709606017,4.227165412424377,4.066179725542275,0.31625000000000003,0.31475,0.39186991869918697,0.36195121951219505,0.34523809523809523,0.35,0.775,0.7649999999999999,0.13125,0.10375,0.09375,0.13124999999999998,0.5625,0.5375,0.23750000000000002,0.1825,0.2,0.27999999999999997,0.0,0.0,0.6133333333333334,0.6346666666666667,0.09375,0.13124999999999998,0.07692307692307693,0.1076923076923077,0.2889474840694353,0.3684904416611734,0.625,0.7749999999999999,0.27777777777777773,0.5555555555555555,0.0,0.0,0.0,0.0,3.1817175741478527,3.3432934926958833,0.896414342629482,1.254980079681275,0.23809523809523808,0.3333333333333333,0.13433918646402046,0.14116128080271506,224.54545454545456,162.36363636363635,0.0,0.0,0.0,0.0,1.3888888888888888,2.7777777777777777,413.0,448.59999999999997,1227.145038905689,1216.2870233434135,0.7733050847457628,1.5466101694915255,265.0,"{""Heavyweight"": 1091.8172245572046}","{""Heavyweight"": 1141.377325663648}",986.6733067729084,983.3266932270916
Stephanie Luciano,1999-12-16 00:00:00,167.64000000000001,165.1,115.0,Orthodox,4,2026-08-01 00:00:00,115.0,1300.3465209205815,1300.3465209205815,2,0,3600.114664265757,3,0.0,3,0,0,0,0,1,0,0,5.235497835497835,5.2318181818181815,4.292532467532467,4.325060606060605,13.040584415584414,12.720557575757574,0.41188117028893934,0.41841638207636167,0.6309422498116604,0.6429260768716585,0.8246395760265682,0.8334358763462552,0.741007210495209,0.7501508190436605,0.11698322993934646,0.10836694222423959,0.14200955956544448,0.1414822387320997,0.9116869918699186,0.9170386178861787,0.047340785907859076,0.04669749322493224,0.040972222222222215,0.03626388888888888,0.3467406380027739,0.4757281553398057,0.710988538101699,0.7193864320285128,0.3215909090909091,0.3390227272727272,0.25504101161995907,0.24891866028708132,0.0,0.0,0.88125,0.9105749999999999,0.06666666666666668,0.052266666666666656,0.016666666666666663,0.03266666666666666,0.0,0.0,3.9188311688311686,4.661818181818181,2.2516233766233764,2.576363636363636,0.42102206736353076,0.529849012775842,0.12894660894660895,0.12510959595959595,211.90615835777123,268.932991202346,1.4172077922077921,2.168181818181818,0.5525488826815642,0.7971368715083799,0.0,0.0,692.5,662.6999999999999,1201.6206883240009,1205.1848359933842,1.1589580757558728,1.5589524558840053,115.0,"{""Strawweight"": 1300.7891530870615}","{""Strawweight"": 1300.7891530870615}",1028.229450214592,999.9302556016719
Cole Williams,1983-12-15 00:00:00,182.88,185.42000000000002,170.0,Orthodox,2,2020-10-31 00:00:00,170.0,1091.476177984155,1200.0,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0.45702684412361827,0.5838935258290097,7.592149785698172,9.510128581096321,1.5109406722309946,1.8355966614031127,0.26666666666666666,0.29333333333333333,0.24498692240627723,0.20104620749782037,0.5217391304347826,0.7130434782608696,0.8166666666666667,0.8233333333333334,0.18333333333333335,0.17666666666666664,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2653940886699508,0.21440886699507394,0.08333333333333331,0.11666666666666663,0.0,0.0,0.0,0.0,0.16666666666666669,0.33333333333333337,0.33340852695691403,0.35488382585156775,0.26347845702684414,0.31292578389352577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,237.2,1267.7137677962828,1322.3534303051829,0.4010989010989011,0.8021978021978022,170.0,"{""Welterweight"": 1091.0481285106657}","{""Welterweight"": 1157.1991432198035}",988.4093284531813,986.8335685757999
Bella Mir,2003-07-01 00:00:00,170.18,167.64000000000001,135.0,Southpaw,0,,0.0,1200.0,1200.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,{},{},,
Chris Hofmann,1989-11-18 00:00:00,182.88,182.88,170.0,Orthodox,0,,0.0,1200.0,1200.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,{},{},,
Richie Santiago,1992-10-10 00:00:00,170.18,170.18,135.0,Southpaw,0,,0.0,1200.0,1200.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,{},{},,
Jared Gooden,1993-12-05 00:00:00,182.88,195.58,170.0,Orthodox,7,2024-10-12 00:00:00,170.0,1137.3612990720103,1200.0,0,1,2308.930177137808,2,0.0,5,1,0,0,0,5,0,0,5.798719487795118,5.074109219607842,6.603852106880487,6.727147750055494,10.873899748578676,9.27824961864595,0.5094272060276743,0.5125848466789644,0.4333306214451274,0.392591172219955,0.7083800381065035,0.6380531724833015,0.705139546409691,0.7031416007250327,0.20169928752417274,0.21032840608862757,0.09316116606613632,0.08652999318633968,0.8458186004644167,0.8114521668048993,0.09596440497119328,0.12687954885986572,0.058216994564390036,0.0753484006143045,1.0131712259371832,1.7028368794326239,0.5158223273913175,0.47563322920504914,0.08632553169758252,0.1010498460320079,0.03877551020408162,0.04869349999999998,0.0,0.0,0.769047619047619,0.7186657999999999,0.08024643819792067,0.09416693081761003,0.019047619047619046,0.01568653333333333,0.14285714285714288,0.11764899999999995,3.523024304061247,3.980421197558268,2.6658814469183896,2.1804211975582684,0.42488375821709157,0.43741861952861943,0.09748306869917779,0.10344332196818348,91.17501546072974,83.85395428571428,0.48941085868309586,1.99811320754717,0.28695977083073854,1.2512641673931995,0.0,0.0,705.5714285714287,728.9810399999999,1225.7193344872023,1214.392751475535,2.034782903203956,1.9714358012147484,170.0,"{""Welterweight"": 1137.7168253728719}","{""Welterweight"": 1198.3850675315484}",965.8002107014208,988.252664881791
Adam Yandiev,1988-08-07 00:00:00,175.26,187.96,185.0,Orthodox,1,2018-09-15 00:00:00,185.0,1151.5223403917787,1200.0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0.17543859649122806,0.17543859649122806,6.140350877192982,6.140350877192982,2.1052631578947367,2.1052631578947367,0.08333333333333333,0.08333333333333333,0.36363636363636365,0.36363636363636365,1.0,1.0,0.75,0.75,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3653846153846154,0.3653846153846154,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.5263157894736842,0.5263157894736842,0.3508771929824561,0.3508771929824561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,342.0,1322.331138383502,1322.331138383502,0.0,0.0,185.0,"{""Middleweight"": 1149.7606428036029}","{""Middleweight"": 1149.7606428036029}",1000.0,1000.0
